 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
4,1,2,0.8247422680412371,0.7091836734693877,0.5555555555555556,0.6600000000000001,0.3951890034364261,0.5463917525773195,0.6426735218508998,0.489795918367347,1
4,2,1,0.22680412371134018,0.13520408163265304,0.1111111111111111,0.6033333333333335,0.15463917525773196,0.21649484536082475,0.13110539845758357,0.17006802721088438,1
5,2,1,0.7010309278350515,0.6045918367346939,0.2222222222222222,0.06000000000000005,0.07903780068728522,0.61340206185567,0.699228791773779,0.6598639455782314,2
3,2,1,0.9072164948453607,0.7959183673469387,0.4444444444444445,0.9166666666666667,0.7491408934707904,0.6391752577319587,0.8586118251928021,0.54421768707483,1
2,2,2,0.9896907216494845,0.6377551020408162,0.5555555555555556,0.021666666666666723,0.6941580756013745,0.26804123711340205,0.647814910025707,0.6326530612244898,2
2,1,2,0.5670103092783505,0.29846938775510207,0.2222222222222222,0.1050000000000001,0.12371134020618556,0.38144329896907214,0.5501285347043703,0.29251700680272114,2
1,2,1,0.061855670103092786,0.033163265306122444,0.4444444444444445,0.22666666666666668,0.024054982817869414,0.010309278350515464,0.048843187660668384,0.06802721088435375,2
5,2,1,0.845360824742268,0.5535714285714285,0.0,0.8833333333333335,0.13058419243986255,0.20103092783505155,0.5038560411311055,0.3673469387755102,1
3,1,2,0.4845360824742268,0.29591836734693877,0.3333333333333333,0.52,0.3333333333333333,0.06185567010309278,0.480719794344473,0.39455782312925175,1
2,1,1,0.15463917525773194,0.07908163265306123,0.3333333333333333,0.6516666666666668,0.09278350515463918,0.14432989690721648,0.14652956298200515,0.06122448979591837,1
3,2,2,0.14432989690721648,0.15051020408163263,0.8888888888888888,0.56,0.11683848797250859,0.03608247422680412,0.12853470437017997,0.09523809523809525,1
5,1,1,0.8041237113402061,0.6862244897959183,0.2222222222222222,0.08000000000000007,0.21993127147766323,0.015463917525773195,0.42159383033419023,0.4829931972789116,2
5,1,2,0.3505154639175258,0.18877551020408162,0.7777777777777777,0.8833333333333335,0.24054982817869416,0.06701030927835051,0.2493573264781491,0.19727891156462588,1
3,2,1,0.13402061855670103,0.12244897959183675,0.2222222222222222,0.08666666666666667,0.003436426116838488,0.010309278350515464,0.13624678663239076,0.06122448979591837,2
1,1,2,0.7835051546391752,0.45408163265306123,0.0,0.6866666666666668,0.29553264604810997,0.5773195876288659,0.5501285347043703,0.6122448979591837,1
2,2,2,0.9175257731958762,0.6275510204081632,0.7777777777777777,0.8700000000000001,0.7663230240549828,0.6237113402061856,0.7892030848329049,0.35374149659863946,1
3,1,2,0.12371134020618556,0.07908163265306123,0.2222222222222222,0.4,0.006872852233676976,0.07731958762886598,0.09254498714652956,0.054421768707483,2
2,1,1,0.061855670103092786,0.0510204081632653,0.5555555555555556,0.07000000000000006,0.07560137457044673,0.06701030927835051,0.038560411311053984,0.054421768707483,2
5,1,2,0.6494845360824741,0.33418367346938777,0.8888888888888888,0.8116666666666668,0.6254295532646048,0.015463917525773195,0.4087403598971722,0.3673469387755102,1
4,1,2,0.8041237113402061,0.7015306122448979,0.7777777777777777,0.05166666666666675,0.4467353951890034,0.3247422680412371,0.5424164524421594,0.7414965986394558,2
3,2,1,0.4123711340206186,0.3647959183673469,0.2222222222222222,0.6316666666666668,0.08247422680412371,0.3556701030927835,0.21593830334190234,0.33333333333333337,1
1,1,1,0.4845360824742268,0.47959183673469385,0.6666666666666665,0.6283333333333334,0.18556701030927836,0.4690721649484536,0.4473007712082262,0.44217687074829937,1
3,2,2,0.5463917525773195,0.5153061224489796,0.5555555555555556,0.5566666666666666,0.027491408934707903,0.44329896907216493,0.46786632390745503,0.5578231292517007,1
1,2,1,0.9587628865979381,0.47959183673469385,0.7777777777777777,0.6033333333333335,0.003436426116838488,0.5412371134020618,0.9614395886889461,0.7959183673469389,1
4,1,2,0.7319587628865979,0.6403061224489796,0.7777777777777777,0.33666666666666667,0.017182130584192438,0.09278350515463918,0.519280205655527,0.7142857142857143,2
2,1,2,0.8762886597938143,0.6224489795918366,0.4444444444444445,0.2250000000000001,0.23367697594501718,0.18041237113402062,0.5526992287917738,0.7687074829931974,2
5,2,2,0.3711340206185567,0.18622448979591835,0.1111111111111111,0.6483333333333334,0.29896907216494845,0.005154639175257732,0.23136246786632392,0.23129251700680273,1
1,2,1,0.845360824742268,0.5790816326530611,0.5555555555555556,0.595,0.5292096219931272,0.7628865979381443,0.8123393316195373,0.5578231292517007,1
2,1,1,0.5051546391752577,0.49489795918367346,1.0,0.4833333333333334,0.2542955326460481,0.47938144329896903,0.4910025706940874,0.23129251700680273,1
5,2,2,0.6701030927835051,0.6173469387755102,0.5555555555555556,0.8633333333333335,0.041237113402061855,0.28865979381443296,0.41131105398457585,0.4217687074829932,1
2,2,2,0.422680412371134,0.2627551020408163,0.8888888888888888,0.21833333333333338,0.07216494845360824,0.07731958762886598,0.23136246786632392,0.35374149659863946,2
5,1,1,0.9381443298969071,0.770408163265306,0.8888888888888888,0.9016666666666668,0.6632302405498282,0.5309278350515464,0.8817480719794345,0.5918367346938775,1
1,1,2,0.7422680412371133,0.461734693877551,1.0,0.20166666666666666,0.6357388316151202,0.4690721649484536,0.442159383033419,0.27891156462585037,2
2,2,2,0.8556701030927835,0.4744897959183673,0.8888888888888888,0.29666666666666675,0.8178694158075601,0.8402061855670103,0.6580976863753214,0.7755102040816327,2
3,2,1,0.9690721649484535,0.770408163265306,0.8888888888888888,0.615,0.16151202749140894,0.0979381443298969,0.673521850899743,0.6326530612244898,1
5,2,1,0.8865979381443299,0.7295918367346939,0.2222222222222222,0.10833333333333339,0.8384879725085911,0.44329896907216493,0.6966580976863754,0.3197278911564626,2
3,2,1,0.3195876288659794,0.18367346938775508,1.0,0.4766666666666667,0.054982817869415807,0.28865979381443296,0.2622107969151671,0.19727891156462588,1
4,1,1,0.3814432989690722,0.30612244897959184,0.8888888888888888,0.8066666666666666,0.2611683848797251,0.3556701030927835,0.32904884318766064,0.1904761904761905,1
1,1,2,0.4020618556701031,0.25510204081632654,0.5555555555555556,0.10666666666666669,0.32646048109965636,0.31443298969072164,0.37532133676092544,0.1904761904761905,2
3,2,2,0.8350515463917525,0.7346938775510203,0.4444444444444445,0.6916666666666667,0.20962199312714777,0.61340206185567,0.6118251928020566,0.8095238095238095,1
0,2,1,0.2577319587628866,0.24999999999999997,1.0,0.655,0.006872852233676976,0.08762886597938144,0.14395886889460155,0.09523809523809525,2
4,1,2,0.556701030927835,0.3086734693877551,0.1111111111111111,0.7950000000000002,0.18900343642611683,0.15979381443298968,0.29562982005141386,0.3741496598639456,1
0,1,2,0.17525773195876287,0.11989795918367348,0.5555555555555556,0.020000000000000018,0.1374570446735395,0.14432989690721648,0.11825192802056554,0.163265306122449,2
4,2,1,0.03092783505154639,0.030612244897959183,1.0,0.06666666666666665,0.003436426116838488,0.010309278350515464,0.04113110539845759,0.04081632653061225,2
5,1,1,0.5257731958762886,0.46683673469387754,0.1111111111111111,0.14333333333333342,0.09278350515463918,0.5,0.2982005141388175,0.28571428571428575,1
5,2,2,0.7010309278350515,0.45918367346938777,0.1111111111111111,0.19666666666666666,0.6323024054982818,0.6030927835051546,0.544987146529563,0.5170068027210885,2
3,2,1,0.5773195876288659,0.41836734693877553,0.7777777777777777,0.7250000000000001,0.13402061855670103,0.4845360824742268,0.3161953727506427,0.380952380952381,1
2,2,2,0.24742268041237112,0.20663265306122447,0.2222222222222222,0.32333333333333336,0.2233676975945017,0.1958762886597938,0.13624678663239076,0.1360544217687075,2
2,2,2,0.17525773195876287,0.15816326530612243,0.8888888888888888,0.6183333333333334,0.020618556701030927,0.12886597938144329,0.11568123393316196,0.07482993197278912,1
4,1,2,0.5670103092783505,0.36989795918367346,0.7777777777777777,0.6616666666666668,0.49140893470790376,0.4020618556701031,0.32390745501285345,0.4285714285714286,1
0,1,2,0.9072164948453607,0.846938775510204,0.3333333333333333,0.8350000000000002,0.3986254295532646,0.4587628865979381,0.9023136246786633,0.7551020408163266,1
2,2,2,0.8556701030927835,0.7423469387755102,0.5555555555555556,0.4600000000000001,0.6048109965635738,0.28865979381443296,0.6401028277634963,0.6122448979591837,1
0,2,2,0.05154639175257732,0.028061224489795915,0.6666666666666665,0.5650000000000002,0.06529209621993128,0.03608247422680412,0.053984575835475584,0.06122448979591837,1
4,1,2,0.3402061855670103,0.21938775510204078,0.1111111111111111,0.28333333333333344,0.044673539518900345,0.1134020618556701,0.30848329048843187,0.1360544217687075,2
0,2,2,0.8865979381443299,0.7882653061224489,0.1111111111111111,0.8766666666666667,0.09965635738831614,0.02577319587628866,0.8483290488431877,0.5850340136054423,1
2,2,1,0.9999999999999999,0.5331632653061223,0.7777777777777777,0.1050000000000001,0.8762886597938144,0.5876288659793815,0.6760925449871465,0.46258503401360546,2
3,1,2,0.3505154639175258,0.211734693877551,1.0,0.5216666666666667,0.3230240549828179,0.015463917525773195,0.2570694087403599,0.22448979591836737,1
3,2,1,0.288659793814433,0.20153061224489793,0.7777777777777777,0.6883333333333335,0.18213058419243985,0.29896907216494845,0.2750642673521851,0.23129251700680273,1
2,1,2,0.6804123711340205,0.5331632653061223,0.7777777777777777,0.2316666666666667,0.5876288659793815,0.2422680412371134,0.5912596401028278,0.2448979591836735,2
5,2,1,0.09278350515463918,0.08928571428571429,0.8888888888888888,0.14500000000000002,0.044673539518900345,0.06185567010309278,0.08997429305912596,0.108843537414966,2
1,2,1,0.8762886597938143,0.7142857142857142,0.3333333333333333,0.17000000000000004,0.7010309278350515,0.7010309278350515,0.7095115681233933,0.6938775510204083,2
4,1,1,0.18556701030927833,0.1964285714285714,0.2222222222222222,0.895,0.17525773195876287,0.13402061855670103,0.09254498714652956,0.19727891156462588,1
2,2,2,0.9896907216494845,0.9515306122448979,0.4444444444444445,0.5683333333333334,0.8281786941580755,0.0,0.5938303341902315,0.5170068027210885,1
4,1,2,0.5670103092783505,0.5306122448979591,0.8888888888888888,0.31500000000000006,0.017182130584192438,0.22164948453608246,0.31362467866323906,0.40816326530612246,2
4,1,2,0.8865979381443299,0.520408163265306,0.8888888888888888,0.4,0.6597938144329897,0.16494845360824742,0.5681233933161954,0.8639455782312926,2
4,1,2,0.3711340206185567,0.21938775510204078,0.1111111111111111,0.9066666666666667,0.3127147766323024,0.18041237113402062,0.32904884318766064,0.3197278911564626,1
1,1,2,0.15463917525773194,0.15561224489795916,0.4444444444444445,0.2533333333333334,0.03092783505154639,0.05670103092783505,0.13624678663239076,0.14285714285714288,2
2,1,2,0.08247422680412371,0.0433673469387755,0.4444444444444445,0.10999999999999999,0.041237113402061855,0.020618556701030927,0.07455012853470437,0.08843537414965986,2
5,1,2,0.010309278350515462,0.020408163265306124,0.0,0.0,0.003436426116838488,0.02577319587628866,0.010282776349614397,0.0272108843537415,1
2,1,1,0.6597938144329897,0.375,0.8888888888888888,0.28333333333333344,0.041237113402061855,0.24742268041237112,0.4601542416452442,0.4761904761904762,2
2,2,2,0.8762886597938143,0.6301020408163265,1.0,0.935,0.5051546391752577,0.4381443298969072,0.5886889460154242,0.49659863945578236,1
4,1,2,0.9484536082474226,0.7423469387755102,0.5555555555555556,0.43666666666666676,0.8900343642611683,0.7835051546391752,0.9280205655526993,0.4829931972789116,1
0,1,2,0.4329896907216495,0.26785714285714285,0.6666666666666665,0.2716666666666667,0.08247422680412371,0.24742268041237112,0.34704370179948585,0.3197278911564626,2
4,2,2,0.020618556701030927,0.01530612244897959,0.5555555555555556,0.29666666666666675,0.024054982817869414,0.005154639175257732,0.023136246786632394,0.006802721088435375,2
2,2,1,0.010309278350515462,0.020408163265306124,0.0,0.6700000000000002,0.010309278350515464,0.010309278350515464,0.005141388174807198,0.01360544217687075,1
2,2,1,0.422680412371134,0.32142857142857145,1.0,0.53,0.3917525773195876,0.18556701030927836,0.2853470437017995,0.163265306122449,1
4,1,2,0.14432989690721648,0.10714285714285714,0.5555555555555556,0.5550000000000002,0.024054982817869414,0.08762886597938144,0.09768637532133675,0.1292517006802721,1
5,2,1,0.6185567010309277,0.5943877551020408,0.4444444444444445,0.05166666666666675,0.6357388316151202,0.5309278350515464,0.6041131105398458,0.5918367346938775,2
3,2,1,0.4123711340206186,0.23979591836734693,0.7777777777777777,0.9016666666666668,0.26804123711340205,0.015463917525773195,0.42159383033419023,0.34693877551020413,1
4,2,1,0.9072164948453607,0.45408163265306123,0.5555555555555556,0.7733333333333334,0.020618556701030927,0.8505154639175257,0.5269922879177379,0.7891156462585035,1
0,1,2,0.2577319587628866,0.2627551020408163,0.2222222222222222,0.4850000000000001,0.044673539518900345,0.13917525773195877,0.24678663239074553,0.12244897959183675,1
1,1,1,0.979381443298969,0.9081632653061223,0.0,0.6983333333333335,0.6735395189003436,0.3917525773195876,0.5167095115681235,0.7414965986394558,1
2,1,2,0.3195876288659794,0.16581632653061223,0.6666666666666665,0.02833333333333332,0.11683848797250859,0.015463917525773195,0.2930591259640103,0.2448979591836735,2
0,2,2,0.010309278350515462,0.020408163265306124,0.3333333333333333,0.7966666666666669,0.027491408934707903,0.010309278350515464,0.015424164524421594,0.006802721088435375,1
3,1,1,0.7422680412371133,0.45663265306122447,0.6666666666666665,0.0033333333333334103,0.1924398625429553,0.15979381443298968,0.4524421593830334,0.34013605442176875,2
5,2,2,0.7113402061855669,0.49489795918367346,0.3333333333333333,0.33666666666666667,0.2508591065292096,0.28865979381443296,0.6426735218508998,0.6666666666666667,2
5,2,1,0.7319587628865979,0.5561224489795917,0.8888888888888888,0.9650000000000001,0.6701030927835051,0.5463917525773195,0.4884318766066838,0.6666666666666667,1
1,2,2,0.845360824742268,0.5892857142857142,0.6666666666666665,0.2283333333333334,0.5292096219931272,0.29896907216494845,0.8508997429305913,0.5510204081632654,2
0,2,1,0.3195876288659794,0.26785714285714285,0.5555555555555556,0.8283333333333334,0.020618556701030927,0.30927835051546393,0.19023136246786634,0.22448979591836737,1
4,2,1,0.5773195876288659,0.5841836734693877,0.8888888888888888,0.26,0.5532646048109966,0.21649484536082475,0.5732647814910027,0.5102040816326531,2
0,2,2,0.04123711340206185,0.033163265306122444,0.2222222222222222,0.5783333333333334,0.05154639175257732,0.03092783505154639,0.030848329048843187,0.04761904761904762,1
0,2,2,0.7216494845360825,0.39540816326530615,0.5555555555555556,0.1316666666666667,0.436426116838488,0.6288659793814433,0.544987146529563,0.2448979591836735,2
1,2,1,0.9175257731958762,0.8316326530612244,0.0,0.6950000000000001,0.07560137457044673,0.10309278350515463,0.5989717223650386,0.40136054421768713,1
5,1,2,0.07216494845360825,0.0510204081632653,0.7777777777777777,0.40833333333333344,0.003436426116838488,0.010309278350515464,0.06169665809768638,0.054421768707483,2
2,1,2,0.061855670103092786,0.07397959183673469,0.3333333333333333,0.02833333333333332,0.010309278350515464,0.05154639175257732,0.043701799485861184,0.06122448979591837,2
1,2,2,0.8556701030927835,0.8316326530612244,0.4444444444444445,0.45000000000000007,0.17525773195876287,0.31958762886597936,0.519280205655527,0.3741496598639456,1
0,2,1,0.9072164948453607,0.46938775510204084,0.8888888888888888,0.9416666666666667,0.9209621993127147,0.0,0.5295629820051414,0.7687074829931974,1
3,1,2,0.7010309278350515,0.4897959183673469,0.6666666666666665,0.6983333333333335,0.41924398625429554,0.5309278350515464,0.4601542416452442,0.6938775510204083,1
3,1,2,0.0,0.007653061224489796,0.7777777777777777,0.8683333333333334,0.013745704467353952,0.005154639175257732,0.005141388174807198,0.006802721088435375,1
4,2,1,0.020618556701030927,0.012755102040816325,0.4444444444444445,0.9316666666666669,0.03092783505154639,0.02577319587628866,0.012853470437017997,0.01360544217687075,1
3,2,2,0.5051546391752577,0.45663265306122447,0.4444444444444445,0.15833333333333333,0.003436426116838488,0.41237113402061853,0.390745501285347,0.4285714285714286,2
2,2,1,0.05154639175257732,0.05867346938775509,0.5555555555555556,0.21500000000000008,0.054982817869415807,0.06701030927835051,0.06169665809768638,0.054421768707483,2
3,1,2,0.020618556701030927,0.022959183673469385,0.5555555555555556,0.935,0.006872852233676976,0.03092783505154639,0.020565552699228794,0.01360544217687075,1
0,2,1,0.9587628865979381,0.5229591836734693,0.6666666666666665,0.44166666666666676,0.5189003436426116,0.61340206185567,0.8637532133676094,0.9115646258503403,1
5,1,2,0.8865979381443299,0.568877551020408,0.4444444444444445,0.09500000000000008,0.27147766323024053,0.44329896907216493,0.4601542416452442,0.33333333333333337,2
3,2,1,0.16494845360824742,0.08418367346938775,0.8888888888888888,0.275,0.020618556701030927,0.02577319587628866,0.13110539845758357,0.17687074829931973,2
4,2,1,0.6804123711340205,0.3469387755102041,0.3333333333333333,0.29833333333333334,0.4020618556701031,0.4690721649484536,0.6529562982005142,0.653061224489796,2
3,2,2,0.13402061855670103,0.13265306122448978,0.7777777777777777,0.6950000000000001,0.07216494845360824,0.041237113402061855,0.10539845758354756,0.08843537414965986,1
3,1,2,0.14432989690721648,0.13265306122448978,0.5555555555555556,0.20833333333333337,0.020618556701030927,0.041237113402061855,0.13110539845758357,0.06122448979591837,2
2,2,2,0.4536082474226804,0.41836734693877553,0.0,0.81,0.006872852233676976,0.30412371134020616,0.3496143958868895,0.41496598639455784,1
5,2,1,0.20618556701030927,0.16326530612244897,0.2222222222222222,0.13666666666666671,0.15120274914089346,0.06701030927835051,0.21336760925449874,0.07482993197278912,2
3,2,1,0.27835051546391754,0.20918367346938774,0.5555555555555556,0.44000000000000006,0.034364261168384876,0.15979381443298968,0.18508997429305915,0.12244897959183675,1
0,1,2,0.0,0.01020408163265306,0.3333333333333333,0.3350000000000001,0.017182130584192438,0.010309278350515464,0.010282776349614397,0.006802721088435375,2
2,2,1,0.23711340206185563,0.23214285714285712,0.4444444444444445,0.7116666666666667,0.2268041237113402,0.211340206185567,0.2365038560411311,0.22448979591836737,1
4,2,2,0.3505154639175258,0.18367346938775508,0.2222222222222222,0.99,0.037800687285223365,0.33505154639175255,0.18251928020565555,0.1904761904761905,1
0,1,1,0.5463917525773195,0.41836734693877553,0.8888888888888888,0.8816666666666668,0.18900343642611683,0.06701030927835051,0.3213367609254499,0.40136054421768713,1
4,2,2,0.6597938144329897,0.4362244897959184,1.0,0.3433333333333334,0.08934707903780069,0.5154639175257731,0.6580976863753214,0.489795918367347,2
2,1,1,0.8659793814432989,0.8112244897959183,0.2222222222222222,0.8366666666666667,0.3230240549828179,0.8608247422680412,0.622107969151671,0.6666666666666667,1
5,2,2,0.04123711340206185,0.030612244897959183,0.6666666666666665,0.405,0.010309278350515464,0.04639175257731959,0.04627249357326478,0.020408163265306124,2
3,1,1,0.12371134020618556,0.07397959183673469,1.0,0.7866666666666668,0.08247422680412371,0.04639175257731959,0.12339331619537276,0.108843537414966,1
3,1,2,0.3917525773195876,0.2755102040816327,0.5555555555555556,0.45333333333333337,0.3333333333333333,0.005154639175257732,0.31362467866323906,0.163265306122449,1
0,2,1,0.4845360824742268,0.29591836734693877,0.7777777777777777,0.6816666666666666,0.5017182130584192,0.04639175257731959,0.46786632390745503,0.2585034013605442,1
5,1,2,0.18556701030927833,0.15051020408163263,0.8888888888888888,0.17000000000000004,0.1374570446735395,0.10824742268041238,0.17737789203084833,0.07482993197278912,2
1,2,1,0.5154639175257731,0.4846938775510204,0.3333333333333333,0.30166666666666675,0.49140893470790376,0.4896907216494845,0.4755784061696658,0.28571428571428575,2
5,1,1,0.8969072164948453,0.7270408163265305,0.2222222222222222,0.7866666666666668,0.46735395189003437,0.28350515463917525,0.5167095115681235,0.5714285714285715,1
1,1,1,0.6494845360824741,0.5178571428571428,0.0,0.010000000000000009,0.5463917525773195,0.0979381443298969,0.45758354755784064,0.217687074829932,1
2,2,2,0.1134020618556701,0.10714285714285714,0.2222222222222222,0.19166666666666676,0.0,0.04639175257731959,0.06683804627249357,0.0816326530612245,2
3,2,2,0.9484536082474226,0.885204081632653,0.7777777777777777,0.41333333333333344,0.6254295532646048,0.2268041237113402,0.9203084832904885,0.326530612244898,2
5,2,2,0.49484536082474223,0.2780612244897959,0.3333333333333333,0.6683333333333334,0.3127147766323024,0.02577319587628866,0.35218508997429304,0.3129251700680272,1
2,1,2,0.288659793814433,0.18877551020408162,0.5555555555555556,0.9833333333333334,0.16151202749140894,0.22164948453608246,0.20822622107969152,0.14285714285714288,1
5,2,1,0.9999999999999999,0.8418367346938774,0.2222222222222222,0.10666666666666669,0.18213058419243985,0.9639175257731959,0.7069408740359898,0.5646258503401361,2
5,1,1,0.05154639175257732,0.025510204081632647,1.0,0.6733333333333333,0.054982817869415807,0.0,0.048843187660668384,0.04081632653061225,1
3,1,1,0.3917525773195876,0.2627551020408163,0.4444444444444445,0.030000000000000027,0.05154639175257732,0.26288659793814434,0.19794344473007713,0.33333333333333337,2
5,2,2,0.29896907216494845,0.23724489795918366,0.0,0.7683333333333333,0.1993127147766323,0.09278350515463918,0.2596401028277635,0.28571428571428575,1
4,2,2,0.44329896907216493,0.37755102040816324,0.2222222222222222,0.655,0.12714776632302405,0.07731958762886598,0.4498714652956298,0.40816326530612246,1
3,2,2,0.979381443298969,0.5178571428571428,0.7777777777777777,0.3733333333333334,0.831615120274914,0.5721649484536082,0.6966580976863754,0.41496598639455784,2
2,2,1,0.18556701030927833,0.12755102040816324,0.4444444444444445,0.635,0.1683848797250859,0.07216494845360824,0.10282776349614396,0.19727891156462588,1
2,1,1,0.8144329896907216,0.5612244897959183,0.8888888888888888,0.7283333333333335,0.7663230240549828,0.6494845360824743,0.686375321336761,0.49659863945578236,1
0,2,2,0.5670103092783505,0.3979591836734694,0.7777777777777777,0.5633333333333335,0.003436426116838488,0.4896907216494845,0.41131105398457585,0.30612244897959184,1
4,2,2,0.5773195876288659,0.31887755102040816,0.0,0.5933333333333335,0.017182130584192438,0.25773195876288657,0.40359897172236503,0.1904761904761905,1
1,1,2,0.16494845360824742,0.15816326530612243,0.2222222222222222,0.4,0.0859106529209622,0.16494845360824742,0.12082262210796914,0.07482993197278912,2
4,2,1,0.9175257731958762,0.8903061224489796,0.2222222222222222,0.06833333333333336,0.034364261168384876,0.015463917525773195,0.5861182519280206,0.5578231292517007,2
0,2,1,0.4742268041237113,0.4387755102040816,0.0,0.1183333333333334,0.4020618556701031,0.35051546391752575,0.4730077120822622,0.2380952380952381,1
3,2,1,0.3711340206185567,0.2602040816326531,0.5555555555555556,0.9766666666666668,0.1374570446735395,0.02577319587628866,0.37532133676092544,0.1564625850340136,1
0,2,2,0.17525773195876287,0.09693877551020408,0.8888888888888888,0.8350000000000002,0.013745704467353952,0.041237113402061855,0.11568123393316196,0.0816326530612245,1
3,2,1,0.3505154639175258,0.2346938775510204,0.7777777777777777,0.7466666666666668,0.2646048109965636,0.12371134020618556,0.24164524421593833,0.17687074829931973,1
2,2,1,0.7422680412371133,0.711734693877551,0.3333333333333333,0.1266666666666667,0.7525773195876289,0.25773195876288657,0.43958868894601544,0.35374149659863946,2
4,2,1,0.6597938144329897,0.35714285714285715,0.3333333333333333,0.1183333333333334,0.3711340206185567,0.4896907216494845,0.46786632390745503,0.5034013605442177,2
2,1,2,0.16494845360824742,0.12755102040816324,0.2222222222222222,0.8766666666666667,0.15463917525773196,0.03608247422680412,0.15938303341902316,0.08843537414965986,1
4,2,2,0.9278350515463917,0.6862244897959183,0.5555555555555556,0.9550000000000001,0.15463917525773196,0.09278350515463918,0.8611825192802057,0.7755102040816327,1
5,2,1,0.22680412371134018,0.211734693877551,0.3333333333333333,0.015000000000000013,0.017182130584192438,0.03092783505154639,0.13881748071979436,0.1904761904761905,2
