person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,2,3,0.0769127707616912,0.0,3,0.9999999999999999,4,0.14197530864197533,0.2727272727272727,4.0,684,1,0
25.0,2,2,0.06465133830548364,0.05263157894736842,3,0.9942028985507246,1,0.7784636488340191,0.3181818181818182,2.0,662,2,0
22.0,1,1,0.029194959889964234,0.0,3,0.9710144927536232,2,0.8340192043895747,0.6515151515151515,4.0,691,2,1
24.0,1,3,0.002403447262852153,0.0,1,0.028985507246376812,1,0.12825788751714678,0.16666666666666666,3.0,600,1,0
22.0,2,3,0.036637615793426455,0.013157894736842105,3,0.9695652173913043,1,0.6255144032921811,0.5303030303030303,4.0,691,2,1
24.0,1,2,0.030501163414337347,0.0,3,0.9420289855072463,5,0.49794238683127573,0.6060606060606061,3.0,654,2,1
21.0,1,4,0.0025763512425527346,0.0,2,0.1181159420289855,4,0.8449931412894374,0.48484848484848486,3.0,626,2,1
23.0,2,2,0.002578399867904637,0.0,1,0.02608695652173913,1,0.26748971193415644,0.15151515151515152,3.0,607,2,0
24.0,1,3,0.029112605150817747,0.013157894736842105,3,0.927536231884058,5,0.313443072702332,0.6212121212121212,3.0,700,2,1
21.0,1,3,0.0028631587918191014,0.0,4,0.10144927536231883,2,0.5089163237311385,0.4090909090909091,2.0,553,2,1
21.0,2,2,0.002809894532669633,0.0,1,0.043478260869565216,3,0.3909465020576131,0.19696969696969696,3.0,589,2,1
25.0,2,3,0.05607292450692661,0.013157894736842105,3,0.9130434782608695,4,0.08230452674897121,0.3333333333333333,2.0,586,1,0
26.0,2,3,0.04369513013073097,0.02631578947368421,3,0.8855072463768116,5,0.6001371742112482,0.4090909090909091,3.0,681,2,1
25.0,1,2,0.14754814372008238,0.039473684210526314,3,0.6884057971014493,6,0.5781893004115226,0.10606060606060606,3.0,567,1,0
26.0,1,4,0.14466408894967386,0.013157894736842105,2,0.21159420289855072,3,0.5534979423868314,0.030303030303030304,4.0,669,2,0
21.0,2,4,0.002929534253220746,0.0,1,0.05797101449275363,2,0.14334705075445814,0.25757575757575757,4.0,600,2,1
22.0,1,3,0.020841894880116493,0.0,3,0.855072463768116,2,0.8895747599451302,0.7727272727272727,2.0,606,2,1
24.0,2,2,0.02869140777846657,0.039473684210526314,3,0.855072463768116,6,0.6255144032921811,0.5757575757575758,3.0,582,2,1
25.0,2,3,0.033919089951451674,0.05263157894736842,3,0.855072463768116,5,0.7866941015089164,0.5,4.0,649,2,1
23.0,1,2,0.032290842521759476,0.0,3,0.855072463768116,6,0.38340192043895754,0.5303030303030303,4.0,602,2,1
26.0,2,3,0.027657671425896507,0.06578947368421052,3,0.855072463768116,3,0.8621399176954732,0.6060606060606061,2.0,616,2,1
24.0,1,2,0.002901672948434871,0.0,1,0.05797101449275363,4,0.49862825788751713,0.25757575757575757,3.0,631,2,1
26.0,2,3,0.14475299928994645,0.06578947368421052,2,0.5652173913043479,4,0.168724279835391,0.09090909090909091,4.0,684,1,0
23.0,2,2,0.1448570694578231,0.0,1,0.6884057971014493,2,0.9595336076817558,0.10606060606060606,2.0,637,1,0
26.0,2,1,0.14450183782180318,0.06578947368421052,1,0.2753623188405797,5,0.3401920438957477,0.045454545454545456,4.0,649,2,0
26.0,2,3,0.1446235261677062,0.06578947368421052,2,0.7101449275362319,2,0.6796982167352537,0.10606060606060606,3.0,695,1,0
25.0,1,3,0.1447329227614978,0.02631578947368421,2,0.5072463768115942,5,0.7565157750342935,0.07575757575757576,3.0,620,2,0
26.0,2,3,0.036969493100434674,0.02631578947368421,3,0.855072463768116,1,0.14197530864197533,0.46969696969696967,3.0,622,2,1
22.0,1,2,0.029843554676376602,0.0,3,0.855072463768116,3,0.49862825788751713,0.5606060606060606,3.0,645,2,1
26.0,2,1,0.04095488886002603,0.02631578947368421,3,0.855072463768116,6,0.08230452674897121,0.42424242424242425,3.0,654,2,1
24.0,1,3,0.03550226762340202,0.02631578947368421,3,0.855072463768116,6,0.38340192043895754,0.48484848484848486,4.0,624,2,1
23.0,2,2,0.03546170484143435,0.013157894736842105,3,0.855072463768116,6,0.9053497942386832,0.48484848484848486,3.0,570,2,1
23.0,2,3,0.04226437018496219,0.039473684210526314,3,0.855072463768116,1,0.6728395061728396,0.4090909090909091,3.0,648,2,1
23.0,1,4,0.04476246393907224,0.0,3,0.855072463768116,4,0.3587105624142662,0.3939393939393939,2.0,652,2,1
25.0,2,3,0.05612618876607607,0.039473684210526314,3,0.855072463768116,2,0.17009602194787382,0.3181818181818182,4.0,559,2,0
26.0,2,2,0.134854041589553,0.09210526315789473,3,0.2753623188405797,1,0.7229080932784637,0.045454545454545456,3.0,623,1,0
26.0,2,4,0.13339255226350566,0.02631578947368421,3,0.5652173913043479,4,0.4156378600823046,0.09090909090909091,3.0,602,1,0
23.0,2,3,0.13332412817675213,0.013157894736842105,1,0.9999999999999999,1,0.38340192043895754,0.15151515151515152,4.0,609,2,0
25.0,2,1,0.06014477225636826,0.013157894736842105,3,0.855072463768116,1,0.12825788751714678,0.2878787878787879,4.0,573,1,0
24.0,2,4,0.002961902533780808,0.013157894736842105,1,0.03623188405797101,4,0.38340192043895754,0.16666666666666666,3.0,631,1,0
21.0,1,3,0.06159724763086721,0.0,3,0.855072463768116,4,0.03909465020576136,0.2878787878787879,4.0,623,1,0
22.0,1,3,0.13235512838530217,0.0,1,0.3333333333333333,4,0.42249657064471885,0.06060606060606061,2.0,602,1,0
26.0,1,2,0.1263862535599987,0.07894736842105263,2,0.2753623188405797,2,0.38340192043895754,0.045454545454545456,4.0,579,2,1
25.0,1,4,0.10639371875078103,0.0,2,0.7101449275362319,3,0.7050754458161865,0.13636363636363635,2.0,582,2,1
22.0,2,1,0.031627087907743025,0.0,3,0.8289855072463768,2,0.7249657064471879,0.5151515151515151,3.0,700,2,1
22.0,2,4,0.002873401918578615,0.0,2,0.028985507246376812,2,0.6460905349794239,0.15151515151515152,3.0,688,2,0
26.0,2,3,0.12500711897309785,0.039473684210526314,1,0.7971014492753623,5,0.3820301783264746,0.13636363636363635,3.0,607,1,0
25.0,1,3,0.12453675459230101,0.0,2,0.5652173913043479,5,0.617283950617284,0.09090909090909091,2.0,661,1,0
24.0,2,2,0.12246559436152746,0.06578947368421052,2,0.263768115942029,2,0.10768175582990402,0.045454545454545456,2.0,562,1,0
25.0,1,3,0.12010516823106526,0.0,3,0.7101449275362319,3,0.5534979423868314,0.12121212121212122,4.0,664,1,0
25.0,2,2,0.0029344509540653123,0.013157894736842105,1,0.07246376811594203,3,0.38340192043895754,0.30303030303030304,3.0,564,2,1
22.0,2,4,0.025010437746167943,0.0,3,0.7971014492753623,3,0.38340192043895754,0.6212121212121212,2.0,598,2,1
21.0,1,2,0.0029938610892704886,0.0,1,0.07246376811594203,2,0.5617283950617284,0.30303030303030304,3.0,557,2,1
23.0,1,4,0.02916545968489684,0.0,3,0.7971014492753623,2,0.17009602194787382,0.5303030303030303,2.0,677,2,1
26.0,2,3,0.03878211681179811,0.05263157894736842,3,0.7971014492753623,4,0.14197530864197533,0.4090909090909091,3.0,690,2,1
26.0,2,4,0.002961902533780808,0.013157894736842105,1,0.16231884057971013,2,0.14334705075445814,0.6060606060606061,3.0,599,2,1
22.0,2,2,0.04038496128712672,0.0,3,0.7971014492753623,4,0.30795610425240055,0.3939393939393939,3.0,604,2,1
21.0,1,3,0.00297132621039956,0.0,1,0.1072463768115942,1,0.55281207133059,0.42424242424242425,4.0,663,2,1
22.0,2,3,0.0030450767230680545,0.039473684210526314,1,0.12318840579710146,6,0.11796982167352538,0.46969696969696967,2.0,601,2,1
24.0,2,2,0.037830735198374536,0.013157894736842105,3,0.7971014492753623,4,0.7249657064471879,0.42424242424242425,4.0,634,2,1
24.0,2,3,0.12002936909304487,0.02631578947368421,3,0.5072463768115942,2,0.5185185185185186,0.09090909090909091,3.0,671,2,0
25.0,1,3,0.0463243359073628,0.013157894736842105,3,0.7971014492753623,6,0.49862825788751713,0.3484848484848485,3.0,622,2,0
26.0,2,4,0.05136805152374705,0.013157894736842105,3,0.7971014492753623,2,0.23868312757201654,0.3181818181818182,2.0,538,1,0
26.0,2,3,0.0030749866532058328,0.0,1,0.06376811594202898,6,0.38340192043895754,0.25757575757575757,4.0,587,2,1
22.0,2,1,0.05033554434638813,0.0,3,0.7971014492753623,2,0.38340192043895754,0.3181818181818182,4.0,683,2,1
23.0,2,4,0.07142163536845142,0.0,3,0.7971014492753623,6,0.3902606310013717,0.22727272727272727,2.0,634,1,0
24.0,1,3,0.031078875763573884,0.039473684210526314,3,0.7855072463768116,5,0.38340192043895754,0.5,2.0,690,2,1
21.0,1,3,0.0030295071703935945,0.0,2,0.07971014492753624,6,0.7037037037037037,0.3181818181818182,3.0,518,2,1
22.0,1,3,0.031648393611402814,0.0,3,0.782608695652174,2,0.5240054869684501,0.48484848484848486,3.0,583,2,1
22.0,2,4,0.11509464034538185,0.02631578947368421,1,0.7101449275362319,1,0.38340192043895754,0.13636363636363635,2.0,617,1,0
26.0,2,4,0.0332180503560306,0.05263157894736842,3,0.7695652173913043,4,0.6995884773662551,0.45454545454545453,2.0,668,2,1
24.0,2,1,0.03790325653583189,0.02631578947368421,3,0.7681159420289855,1,0.5534979423868314,0.4090909090909091,2.0,673,2,1
24.0,2,2,0.033167244447303415,0.039473684210526314,3,0.7681159420289855,4,0.38340192043895754,0.45454545454545453,3.0,706,2,1
23.0,1,2,0.027817873928415292,0.013157894736842105,3,0.7391304347826088,3,0.43141289437585745,0.5151515151515151,2.0,536,2,1
23.0,2,4,0.05617002934860679,0.0,3,0.727536231884058,2,0.49862825788751713,0.2727272727272727,3.0,557,1,0
24.0,1,3,0.0032483003579767936,0.013157894736842105,1,0.0318840579710145,3,0.5589849108367628,0.15151515151515152,3.0,689,1,0
22.0,2,3,0.026685803558953905,0.039473684210526314,3,0.7239130434782609,4,0.3820301783264746,0.5303030303030303,3.0,681,2,1
25.0,2,1,0.11206021647414369,0.05263157894736842,2,0.5652173913043479,3,0.6069958847736625,0.10606060606060606,4.0,623,1,0
24.0,1,4,0.11217248114342794,0.0,1,0.5652173913043479,5,0.23731138545953373,0.10606060606060606,4.0,595,1,0
26.0,2,3,0.11217944646962441,0.013157894736842105,2,0.6115942028985507,5,0.46364883401920437,0.12121212121212122,3.0,584,1,0
25.0,2,3,0.10574594341450942,0.05263157894736842,2,0.33043478260869563,6,0.617283950617284,0.06060606060606061,3.0,669,2,1
26.0,2,2,0.11130755151985466,0.039473684210526314,2,0.7101449275362319,3,0.6001371742112482,0.13636363636363635,2.0,642,1,0
25.0,1,2,0.11022300925855741,0.05263157894736842,2,0.9999999999999999,3,0.5877914951989027,0.19696969696969696,4.0,622,1,0
23.0,2,4,0.03800445862821588,0.0,3,0.7188405797101449,2,0.3820301783264746,0.3787878787878788,3.0,689,2,1
22.0,2,2,0.003367120628387146,0.013157894736842105,2,0.043478260869565216,1,0.0,0.18181818181818182,4.0,614,2,1
25.0,1,3,0.0033642525528944822,0.02631578947368421,1,0.03623188405797101,1,0.5617283950617284,0.16666666666666666,3.0,597,1,0
21.0,1,3,0.017995944541253372,0.039473684210526314,3,0.7101449275362319,2,0.5013717421124828,0.7272727272727273,3.0,673,2,1
24.0,2,4,0.017335058002729588,0.039473684210526314,3,0.7101449275362319,5,0.38340192043895754,0.7575757575757576,3.0,625,2,1
25.0,2,2,0.0034326766396480294,0.0,1,0.07246376811594203,6,0.5109739368998627,0.2727272727272727,4.0,603,2,1
24.0,2,3,0.0035121633033018515,0.0,2,0.09130434782608696,5,0.30795610425240055,0.3333333333333333,3.0,589,2,1
26.0,2,1,0.10824977331960481,0.06578947368421052,2,0.5652173913043479,5,0.416323731138546,0.10606060606060606,4.0,670,1,0
25.0,1,3,0.1078904444328811,0.039473684210526314,2,0.855072463768116,5,0.9938271604938271,0.16666666666666666,2.0,637,1,0
26.0,2,4,0.10196500046503795,0.02631578947368421,2,0.9999999999999999,2,0.3587105624142662,0.21212121212121213,2.0,643,2,1
24.0,2,2,0.10789781948414794,0.0,3,0.15942028985507245,3,0.38340192043895754,0.030303030303030304,4.0,508,1,0
24.0,2,2,0.0034703713461230377,0.02631578947368421,2,0.11594202898550725,6,0.43964334705075453,0.4090909090909091,4.0,643,2,1
23.0,2,2,0.0035232258802021257,0.0,1,0.05507246376811595,6,0.5534979423868314,0.21212121212121213,2.0,505,2,1
22.0,2,3,0.01786729086915389,0.0,3,0.7101449275362319,3,0.6289437585733881,0.7272727272727273,2.0,593,2,1
26.0,1,1,0.02069767165534255,0.07894736842105263,3,0.7101449275362319,2,0.28943758573388206,0.6515151515151515,4.0,686,2,1
25.0,1,4,0.003439641965844499,0.05263157894736842,1,0.08985507246376812,3,0.6289437585733881,0.3333333333333333,3.0,646,2,1
22.0,1,3,0.0036424558756828584,0.0,1,0.12318840579710146,2,0.38340192043895754,0.42424242424242425,3.0,645,2,1
25.0,1,4,0.01792424265393678,0.039473684210526314,3,0.7101449275362319,2,0.7496570644718794,0.7272727272727273,3.0,697,2,1
21.0,2,2,0.021249981050215493,0.0,3,0.7101449275362319,2,0.3820301783264746,0.6363636363636364,2.0,648,2,1
25.0,2,1,0.10774622120810715,0.013157894736842105,2,0.7101449275362319,4,0.9087791495198905,0.13636363636363635,2.0,640,1,0
26.0,2,3,0.10770442925092834,0.06578947368421052,3,0.07246376811594203,2,0.26748971193415644,0.015151515151515152,4.0,681,2,0
23.0,1,4,0.10764665801600468,0.0,3,0.20289855072463767,6,0.22016460905349805,0.045454545454545456,2.0,646,2,0
26.0,2,3,0.107707297326421,0.05263157894736842,2,0.7101449275362319,4,0.3196159122085049,0.13636363636363635,2.0,615,1,0
22.0,2,4,0.021510975920047887,0.0,3,0.7101449275362319,1,0.43964334705075453,0.6212121212121212,3.0,687,2,1
23.0,2,2,0.02161463636285416,0.013157894736842105,3,0.7101449275362319,6,0.17009602194787382,0.6212121212121212,3.0,650,2,1
25.0,2,3,0.0216453657431327,0.0,3,0.7101449275362319,5,0.03909465020576136,0.6212121212121212,2.0,588,2,1
24.0,2,3,0.01877565135018751,0.02631578947368421,3,0.7101449275362319,6,0.6796982167352537,0.696969696969697,2.0,652,2,1
23.0,2,2,0.021633893441162046,0.0,3,0.7101449275362319,4,0.43964334705075453,0.6212121212121212,4.0,658,2,1
22.0,2,2,0.021611768287361496,0.0,3,0.7101449275362319,4,0.3388203017832648,0.6212121212121212,2.0,634,2,1
22.0,1,2,0.021727310757208806,0.0,3,0.7101449275362319,4,0.4670781893004116,0.6212121212121212,3.0,623,2,1
22.0,1,4,0.022631573987538622,0.0,3,0.7101449275362319,2,0.3902606310013717,0.6060606060606061,4.0,635,2,1
23.0,1,3,0.003748574668911414,0.0,1,0.1289855072463768,6,0.17009602194787382,0.43939393939393934,4.0,531,2,1
24.0,1,1,0.10532638494243977,0.05263157894736842,2,0.7101449275362319,2,0.42249657064471885,0.13636363636363635,2.0,665,1,0
23.0,2,4,0.10333471137532005,0.02631578947368421,2,0.5942028985507246,6,0.23868312757201654,0.12121212121212122,3.0,703,2,0
25.0,1,4,0.10326505811335536,0.06578947368421052,2,0.7101449275362319,2,0.7304526748971194,0.15151515151515152,3.0,585,1,0
26.0,1,3,0.10343263566714099,0.05263157894736842,2,0.5652173913043479,2,0.6035665294924555,0.12121212121212122,2.0,594,2,0
23.0,2,3,0.1028327981641039,0.0,2,0.9999999999999999,3,0.6426611796982167,0.21212121212121213,3.0,618,1,0
26.0,2,2,0.10287418039621234,0.02631578947368421,2,0.3333333333333333,2,0.168724279835391,0.07575757575757576,2.0,626,1,0
23.0,2,2,0.022738512230907938,0.0,3,0.7101449275362319,1,0.5349794238683128,0.5909090909090909,2.0,695,2,1
26.0,1,5,0.01979996402613882,0.02631578947368421,3,0.7101449275362319,6,0.44170096021947874,0.6666666666666666,4.0,690,2,1
22.0,2,3,0.023289592450569743,0.0,3,0.7101449275362319,2,0.5493827160493827,0.5909090909090909,4.0,574,2,1
26.0,1,2,0.020427253108891402,0.0,3,0.7101449275362319,5,0.6762688614540466,0.6515151515151515,2.0,602,2,1
23.0,2,4,0.02020682102102668,0.0,3,0.7101449275362319,4,0.8580246913580247,0.6666666666666666,2.0,679,2,1
23.0,1,2,0.0036531087275127514,0.02631578947368421,2,0.02608695652173913,2,0.2626886145404664,0.12121212121212122,4.0,615,2,0
21.0,2,1,0.00354985800977686,0.0,1,0.11594202898550725,4,0.5185185185185186,0.4090909090909091,4.0,601,2,1
22.0,2,4,0.1003019264043634,0.0,2,0.4492753623188405,4,0.35665294924554186,0.09090909090909091,4.0,577,1,0
26.0,1,4,0.10040763547252159,0.039473684210526314,1,0.6231884057971014,1,0.43964334705075453,0.13636363636363635,4.0,588,1,0
26.0,2,3,0.02073290801139527,0.10526315789473684,3,0.7101449275362319,4,0.8923182441700961,0.6515151515151515,2.0,595,2,1
22.0,2,2,0.02417869585329548,0.02631578947368421,3,0.7101449275362319,2,0.38340192043895754,0.5606060606060606,4.0,653,2,1
24.0,1,1,0.024027507302325064,0.039473684210526314,3,0.7101449275362319,5,0.38340192043895754,0.5757575757575758,4.0,663,2,1
23.0,2,3,0.024009479399228324,0.0,3,0.7101449275362319,2,0.4074074074074074,0.5757575757575758,3.0,653,2,1
23.0,2,4,0.024260640867371584,0.02631578947368421,3,0.7101449275362319,2,0.7016460905349795,0.5606060606060606,3.0,598,2,1
24.0,1,2,0.02414018169667971,0.013157894736842105,3,0.7101449275362319,1,0.5349794238683128,0.5606060606060606,4.0,630,2,1
26.0,2,4,0.02461054607747655,0.02631578947368421,3,0.7101449275362319,6,0.5109739368998627,0.5606060606060606,2.0,637,2,1
24.0,2,4,0.09732814184354156,0.013157894736842105,1,0.5652173913043479,3,0.522633744855967,0.12121212121212122,3.0,660,1,0
23.0,2,4,0.09058324773493738,0.0,2,0.6231884057971014,2,0.8340192043895747,0.15151515151515152,3.0,639,2,1
23.0,2,2,0.004039479468881585,0.0,1,0.21014492753623187,1,0.7969821673525377,0.6515151515151515,4.0,626,2,1
24.0,1,4,0.026471517347144893,0.039473684210526314,3,0.7101449275362319,1,0.3820301783264746,0.5151515151515151,3.0,612,2,1
24.0,2,3,0.026662039504871834,0.013157894736842105,3,0.7101449275362319,1,0.3902606310013717,0.5151515151515151,3.0,628,2,1
26.0,1,1,0.023714887073624725,0.02631578947368421,3,0.7101449275362319,6,0.6454046639231825,0.5757575757575758,2.0,592,2,1
23.0,2,2,0.003996868061562011,0.013157894736842105,1,0.10144927536231883,6,0.38340192043895754,0.3484848484848485,3.0,580,2,1
24.0,2,3,0.09553969191133058,0.039473684210526314,3,0.3333333333333333,3,0.49862825788751713,0.07575757575757576,2.0,634,2,0
24.0,2,4,0.09542251054120175,0.039473684210526314,2,0.3333333333333333,5,0.5534979423868314,0.07575757575757576,2.0,678,2,0
21.0,2,2,0.09545774689725448,0.0,2,0.4492753623188405,2,0.6330589849108368,0.10606060606060606,4.0,557,1,0
25.0,2,3,0.023658345013912212,0.039473684210526314,3,0.7101449275362319,5,0.7818930041152263,0.5757575757575758,4.0,672,2,1
23.0,2,3,0.026514538479534847,0.0,3,0.7101449275362319,1,0.5013717421124828,0.5151515151515151,3.0,613,2,1
23.0,2,2,0.02647930212348212,0.039473684210526314,3,0.7101449275362319,1,0.3312757201646091,0.5151515151515151,4.0,566,2,1
21.0,2,4,0.026567802738684313,0.0,3,0.7101449275362319,2,0.3820301783264746,0.5151515151515151,4.0,718,2,1
25.0,2,2,0.02765808115096689,0.05263157894736842,3,0.7101449275362319,3,0.5013717421124828,0.5,2.0,484,2,1
22.0,1,2,0.02492111768082499,0.0,3,0.7101449275362319,5,0.654320987654321,0.5454545454545454,3.0,634,2,1
23.0,1,3,0.09553436548541563,0.02631578947368421,2,0.7971014492753623,2,0.38340192043895754,0.18181818181818182,2.0,653,1,0
21.0,2,3,0.09549052490288491,0.0,2,0.7101449275362319,6,0.5877914951989027,0.15151515151515152,2.0,699,2,0
24.0,2,2,0.0954065312634569,0.0,2,0.6811594202898551,4,0.14197530864197533,0.15151515151515152,4.0,656,1,0
26.0,2,2,0.0954782331507735,0.039473684210526314,2,0.42028985507246375,2,0.6426611796982167,0.09090909090909091,3.0,626,1,0
25.0,2,2,0.09542292026627212,0.02631578947368421,2,0.43478260869565216,6,0.45061728395061734,0.09090909090909091,2.0,659,2,0
24.0,1,2,0.09543808009387621,0.05263157894736842,3,0.2753623188405797,2,0.21056241426611805,0.06060606060606061,4.0,604,1,0
24.0,2,4,0.029559615202602897,0.013157894736842105,3,0.7101449275362319,2,0.30795610425240055,0.46969696969696967,2.0,636,2,1
22.0,2,1,0.029624351763723022,0.0,3,0.7101449275362319,2,0.5240054869684501,0.46969696969696967,3.0,554,2,1
22.0,2,2,0.09548560820204034,0.0,2,0.24637681159420288,6,0.05144032921810704,0.06060606060606061,4.0,587,1,0
25.0,2,3,0.09546799002401399,0.05263157894736842,3,0.5072463768115942,2,0.747599451303155,0.10606060606060606,3.0,708,1,0
25.0,1,1,0.0953708851823338,0.02631578947368421,2,0.3333333333333333,4,0.3401920438957477,0.07575757575757576,2.0,669,1,0
25.0,2,4,0.09554829613780856,0.02631578947368421,2,0.6536231884057971,1,0.612482853223594,0.15151515151515152,3.0,578,2,0
24.0,2,3,0.09543316339303164,0.06578947368421052,2,0.5652173913043479,6,0.38340192043895754,0.12121212121212122,3.0,615,2,0
24.0,1,1,0.026598941844033233,0.013157894736842105,3,0.7101449275362319,6,0.38340192043895754,0.5151515151515151,2.0,553,2,1
21.0,2,1,0.004100528504368284,0.0,1,0.07246376811594203,5,0.38340192043895754,0.25757575757575757,4.0,635,2,1
26.0,1,4,0.03000744470452881,0.039473684210526314,3,0.7101449275362319,1,0.6714677640603568,0.46969696969696967,2.0,531,2,1
23.0,2,2,0.02985584642848802,0.013157894736842105,3,0.7101449275362319,2,0.17009602194787382,0.46969696969696967,4.0,621,2,1
24.0,2,3,0.030129952500572592,0.013157894736842105,3,0.7101449275362319,4,0.3820301783264746,0.46969696969696967,3.0,674,2,1
24.0,1,4,0.030623261485310742,0.0,3,0.7101449275362319,1,0.594650205761317,0.45454545454545453,3.0,688,2,1
25.0,1,2,0.031098542566952145,0.039473684210526314,3,0.7101449275362319,1,0.8278463648834018,0.45454545454545453,2.0,597,2,1
25.0,2,4,0.09534998920374439,0.013157894736842105,2,0.3333333333333333,2,0.4156378600823046,0.07575757575757576,3.0,640,2,0
26.0,1,4,0.08962490079531733,0.0,2,0.5652173913043479,4,0.8449931412894374,0.13636363636363635,2.0,621,2,1
26.0,1,3,0.09551265005668547,0.06578947368421052,2,0.07246376811594203,1,0.5829903978052127,0.015151515151515152,3.0,608,1,0
25.0,2,3,0.03166519233928841,0.039473684210526314,3,0.7101449275362319,2,0.6714677640603568,0.43939393939393934,3.0,653,2,1
22.0,1,3,0.00415952891450308,0.0,1,0.10144927536231883,3,0.3820301783264746,0.3333333333333333,3.0,585,2,1
24.0,1,2,0.03149597588522126,0.039473684210526314,3,0.7101449275362319,2,0.44170096021947874,0.43939393939393934,4.0,569,2,1
24.0,2,3,0.004217709874497114,0.02631578947368421,1,0.15942028985507245,1,0.14197530864197533,0.5,3.0,587,2,1
24.0,2,3,0.024595386249872474,0.013157894736842105,3,0.7101449275362319,3,0.7592592592592591,0.5606060606060606,4.0,631,2,1
25.0,1,2,0.029500614792468106,0.05263157894736842,3,0.7101449275362319,4,0.6796982167352537,0.46969696969696967,2.0,592,2,1
26.0,1,2,0.029448989433600158,0.07894736842105263,3,0.7101449275362319,5,0.42249657064471885,0.46969696969696967,4.0,679,2,1
25.0,2,2,0.004281217260406095,0.013157894736842105,1,0.14130434782608695,2,0.025377229080932817,0.43939393939393934,2.0,645,2,1
25.0,2,4,0.03284069356621014,0.0,3,0.7101449275362319,3,0.5274348422496571,0.42424242424242425,2.0,669,2,1
23.0,1,3,0.03364211580387444,0.0,3,0.7101449275362319,3,0.3388203017832648,0.42424242424242425,3.0,653,2,1
25.0,2,3,0.03398177788721989,0.013157894736842105,3,0.7101449275362319,6,0.3388203017832648,0.4090909090909091,2.0,577,2,1
24.0,2,2,0.09150594859343432,0.0,3,0.6231884057971014,3,0.38340192043895754,0.15151515151515152,2.0,668,1,0
21.0,2,3,0.0917083527782023,0.0,2,0.5652173913043479,4,0.0768175582990398,0.13636363636363635,4.0,629,2,0
25.0,1,4,0.09117038376079267,0.05263157894736842,2,0.2753623188405797,3,0.4876543209876543,0.06060606060606061,4.0,643,2,0
26.0,2,3,0.090805728448154,0.0,2,0.42028985507246375,1,0.38340192043895754,0.10606060606060606,3.0,626,2,0
22.0,2,3,0.0905111361225504,0.0,2,0.2753623188405797,4,0.38340192043895754,0.06060606060606061,3.0,560,1,0
24.0,2,3,0.03398177788721989,0.0,3,0.7101449275362319,2,0.3312757201646091,0.4090909090909091,4.0,648,2,1
